experiment	commit	metric	status	description
1782	97.75	discard	Lumen=f1db2448a038281c479ab32ac7483c9e1bc39912	Lumen: experiment: share retained ingress sample buffers
1783	103.96	discard	MacDisplayKit=7951084e1eab1c05a90d1b6d8e39f8aef2f35b33	MacDisplayKit: experiment: acquire staging before source textures
1784	103.75	discard	Lumen=efecd599bb814e72fe4900375afd91ecf61bf7e1	Lumen: experiment: reuse bridge frame hdr flags
1785	25.0	discard	MacDisplayKit=30adb5261fa420dcf0d06fa31fe9dc69fa6c457c	MacDisplayKit: experiment: elide noop submit release closures
1786	103.75	discard	MacDisplayKit=dfb91e47f4849d5139fba5d98e7824a66022b710	MacDisplayKit: experiment: specialize common rgb transforms
1787	25.0	discard	MacDisplayKit=776d006b94b2d51dc0a1455bed0cdf9ca4f62ae8	MacDisplayKit: experiment: reuse staged output dimensions
1788	87.83	discard	MacDisplayKit=68fb7df825b370d11c2c59d5de67e6a371376a7c	MacDisplayKit: experiment: skip staging slot duplicate scan
1788	102.04	discard	MacDisplayKit=68fb7df825b370d11c2c59d5de67e6a371376a7c	MacDisplayKit: experiment: skip staging slot duplicate scan
1789	90.25	discard	MacDisplayKit=9de808543dca7cbc9cd81b2f2723af7d98931c62	MacDisplayKit: experiment: combine output metadata caches
1790	104.04	discard	MacDisplayKit=f056e78910caa79efe9b16f8cae29b8ee881d1d5	MacDisplayKit: experiment: drop saturated replay frames
1791	106.04	discard	MacDisplayKit=856451f2bfd259bc92b20928f5acf6cdd86aacfa	MacDisplayKit: experiment: reserve fresh pending slot
1792	106.04	discard	MacDisplayKit=47d93cbc897a54c68571445f49af04c7de5ce437	MacDisplayKit: experiment: reserve slots for timer replay
1793	104.04	discard	MacDisplayKit=36dd2dcb38c7768d5e302efa0007e395c769b32c	MacDisplayKit: experiment: drain vt autorelease hot path
1794	104.04	discard	MacDisplayKit=8ee7fa0ce523da1dff94f9619ec82deaa1dde3ee	MacDisplayKit: experiment: narrow hevc pending window
1795	102.25	discard	MacDisplayKit=1d2975f	MacDisplayKit: experiment: cache VT force keyframe properties
1796	106.04	discard	MacDisplayKit=53d0c1a	MacDisplayKit: experiment: bypass replay actor for fresh skylight frames
1797	105.83	discard	Lumen=729ec791	Lumen: experiment: throttle bridge frame diagnostics
1798	102.92	discard	MacDisplayKit=9a08626	MacDisplayKit: experiment: sample chroma at block center
1799	102.04	discard	MacDisplayKit=5ea8e2b	MacDisplayKit: experiment: split no-cursor color kernels
1800	106.04	discard	MacDisplayKit=96ce174	MacDisplayKit: experiment: simplify source texture cache hits
1801	106.04	discard	MacDisplayKit=108300c	MacDisplayKit: experiment: deliver encoded frames before stats
1802	97.83	discard	MacDisplayKit=91d7fd4	MacDisplayKit: experiment: enqueue callback frames asynchronously
1803	106.25	discard	MacDisplayKit=e684618	MacDisplayKit: experiment: default HEVC capture to YUV
1804	96.17	discard	Lumen=a68e8c49	Lumen: experiment: request YUV capture for HDR HEVC
1805	104.04	discard	MacDisplayKit=58ca1eb	MacDisplayKit: experiment: enable HEVC PQ low latency rate control
1806	104.04	discard	MacDisplayKit=68230b9	MacDisplayKit: experiment: pass VT frame duration
1807	103.83	discard	MacDisplayKit=b6ff0ca	MacDisplayKit: experiment: decouple VT timing telemetry
1808	103.83	discard	MacDisplayKit=07f799e	MacDisplayKit: experiment: feed HEVC HDR from BGRA
1809	101.46	discard	Lumen=ed7df768 MacDisplayKit=c9a86e1	Lumen+MacDisplayKit: experiment: route HDR HEVC auto input through BGRA
1810	105.83	discard	Lumen=e8d356da	Lumen: experiment: bypass frame diagnostics task
1811	106.04	discard	MacDisplayKit=33fff1d	MacDisplayKit: experiment: deliver SkyLight replay without actor hop
1812	102.04	discard	MacDisplayKit=7e82628	MacDisplayKit: experiment: synchronously submit staged VT frames
1813	106.04	discard	MacDisplayKit=5043882	MacDisplayKit: experiment: read BGRA pixels in no-scale converter
1814	96.25	discard	Lumen=59ea6135	Lumen: experiment: lighten core ingress last frame
1815	92.25	discard	MacDisplayKit=edd4695	MacDisplayKit: experiment: split encoded metadata hot path
1816	88.04	discard	MacDisplayKit=9072e58	MacDisplayKit: experiment: guard HEVC HDR metadata transport
1817	25.00	discard	MacDisplayKit=62352d9	MacDisplayKit: experiment: defer skylight dirty decode
1818	105.83	discard	MacDisplayKit=e02126a	MacDisplayKit: experiment: coalesce replay mailbox replacements
1819	106.04	discard	MacDisplayKit=80e34be	MacDisplayKit: experiment: classify replay mailbox replacement
1820	97.83	discard	MacDisplayKit=5e21ddb	MacDisplayKit: experiment: coalesce timer replay replacement
1821	20.00	discard	Lumen=3c399654,LumenTests=6c58c3d0	Lumen: experiment: align high refresh queue profile
1822	75.75	discard	Lumen=909557c8,LumenFix=96f2503e	Lumen: experiment: add high resolution metadata forwarding slack
1823	53.83	discard	MacDisplayKit=85cb3d0	MacDisplayKit: experiment: reuse staged HEVC replay input
1824	104.04	discard	MacDisplayKit=cc58ff1	MacDisplayKit: experiment: disable HEVC timer replay
1825	100.04	discard	MacDisplayKit=b6ac0bc	MacDisplayKit: experiment: slow HEVC timer replay cadence
1826	51.83	discard	MacDisplayKit=b3d3056	MacDisplayKit: experiment: detach skylight replay tasks
1827	54.25	discard	MacDisplayKit=0fb80fd	MacDisplayKit: experiment: detach skylight timer replay task
1828	100.04	discard	MacDisplayKit=6f8dbe5	MacDisplayKit: experiment: prewarm hevc encoded processor
1829	84.04	discard	MacDisplayKit=acef962	MacDisplayKit: experiment: prewarm hevc vt session
1830	46.25	discard	MacDisplayKit=4ab557c	MacDisplayKit: experiment: submit raw HEVC YUV directly
1831	46.04	discard	MacDisplayKit=1f44913	MacDisplayKit: experiment: defer hevc vt session prepare
1832	67.62	discard	MacDisplayKit=b4f5dcc	MacDisplayKit: experiment: round robin hevc vt sessions
1833	71.83	discard	MacDisplayKit=1391094	MacDisplayKit: experiment: pair merged 420 conversion with prores replay split
1834	68.25	discard	MacDisplayKit=3d570dc	MacDisplayKit: experiment: gate replay by codec capability
1835	54.25	discard	MacDisplayKit=ccd1603	MacDisplayKit: experiment: pair async staged stats with prores replay split
1836	54.04	discard	MacDisplayKit=17118ec	MacDisplayKit: experiment: split videotoolbox timing queue
1837	46.04	discard	Lumen=e0679c42,MacDisplayKit=52bc8b3	Lumen: experiment: bypass actor for frame drain | MacDisplayKit: experiment: cache encoded frame metadata
1838	80.04	discard	MacDisplayKit=b2fe5d0	MacDisplayKit: experiment: preserve mailbox frame over timer replay
1839	60.25	discard	MacDisplayKit=8c8381c	MacDisplayKit: experiment: preserve hevc mailbox over timer replay
1840	48.33	discard	MacDisplayKit=3dab3b6	MacDisplayKit: experiment: pair metadata cache with hevc timing skip
1841	42.04	discard	MacDisplayKit=d4df1fc	MacDisplayKit: experiment: pair metadata cache with prores replay split
1842	68.25	discard	MacDisplayKit=ab56acf	MacDisplayKit: experiment: drop saturated hevc timer replay
1843	72.25	discard	MacDisplayKit=a1ca45b	MacDisplayKit: experiment: pair staged metadata detach with async stats
1844	56.46	discard	Lumen=14e71e1c	Lumen: experiment: pair ingress retain sharing with frame drain bypass
1845	66.04	discard	MacDisplayKit=a893ed0	MacDisplayKit: experiment: pair merged 420 conversion with async staged stats
1846	54.46	discard	MacDisplayKit=e4ca0e5	MacDisplayKit: experiment: inline detached staged vt submit
1847	54.62	discard	MacDisplayKit=906f6d3	MacDisplayKit: experiment: remove 100fps high refresh gate
1848	72.04	discard	MacDisplayKit=8194230	MacDisplayKit: experiment: split vt delivery stats hot path
1849	72.04	discard	MacDisplayKit=c559d68	MacDisplayKit: experiment: skip nonfresh skylight dirty decode
1850	72.25	discard	MacDisplayKit=0449a72	MacDisplayKit: experiment: coalesce synthetic mailbox drops
1851	72.04	discard	MacDisplayKit=814e4d5	MacDisplayKit: experiment: reserve hevc fresh pending slot
1852	75.83	discard	MacDisplayKit=8361cc9	MacDisplayKit: experiment: prebuild staged metadata frame
1853	76.04	discard	MacDisplayKit=d98c34b	MacDisplayKit: experiment: bound hevc metal command backlog
1854	54.04	discard	MacDisplayKit=cc32164	MacDisplayKit: experiment: rotate staged pixel buffers
1855	106.25	discard	MacDisplayKit=b18bc2a	MacDisplayKit: experiment: coalesce overcadence skylight fresh frames
1856	106.04	discard	MacDisplayKit=5f179bc	MacDisplayKit: experiment: coalesce skylight fresh display cadence
1857	106.04	discard	MacDisplayKit=63ea7c6	MacDisplayKit: experiment: coalesce hevc skylight overcadence
1858	96.04	discard	MacDisplayKit=78ceac8	MacDisplayKit: experiment: coalesce sustained hevc skylight bursts
1859	102.04	discard	MacDisplayKit=e0a794d	MacDisplayKit: experiment: coalesce hevc skylight subframe bursts
1860	48.46	discard	MacDisplayKit=badd1bd	MacDisplayKit: experiment: async hevc encode admission
1861	72.25	discard	MacDisplayKit=5cefccf	MacDisplayKit: experiment: attach hevc frame durations
1862	72.25	discard	MacDisplayKit=e6a2a78	MacDisplayKit: experiment: keep skylight hevc hdr on bgra
1863	52.17	discard	Lumen=03722f5d,MacDisplayKit=f4a44da	Lumen+MacDisplayKit: experiment: route skylight hevc hdr through bgra input
1864	78.04	discard	MacDisplayKit=3bdc8e8	MacDisplayKit: experiment: split videotoolbox delivery queue
1865	46.04	discard	Lumen=45f878af	Lumen: experiment: cache bridge hdr signal validation
1866	50.25	discard	Lumen=de42763c	Lumen: experiment: cache bridge diagnostic hdr signal
1867	72.25	discard	MacDisplayKit=4e0cba6	MacDisplayKit: experiment: ignore replay mailbox drops
1868	70.25	discard	MacDisplayKit=33e5e34	MacDisplayKit: experiment: fuse bgra 420 conversion passes
1869	48.25	discard	MacDisplayKit=4e852dd	MacDisplayKit: experiment: anchor skylight replay timing to callback
1870	105.83	discard	MacDisplayKit=07d8dc0	MacDisplayKit: experiment: replay coalesced skylight fresh surfaces
1871	104.04	discard	MacDisplayKit=d2c1d05	MacDisplayKit: experiment: compile color conversion with fast math
1872	52.25	discard	MacDisplayKit=8fdb6dc	MacDisplayKit: experiment: bypass skylight fresh delivery queue
1873	56.04	discard	MacDisplayKit=f9197b9	MacDisplayKit: experiment: skip disabled skylight source diagnostics
1874	74.04	discard	MacDisplayKit=c50ab6b	MacDisplayKit: experiment: pair merged conversion with async staged stats
1875	106.04	discard	MacDisplayKit=d9418c6	MacDisplayKit: experiment: pair hevc yuv source with fresh cadence coalescing
1876	76.25	discard	MacDisplayKit=bfc06a8	MacDisplayKit: experiment: pair merged conversion with early output delivery
1877	71.83	discard	MacDisplayKit=0947ad5	MacDisplayKit: experiment: pair hevc yuv source with prores replay trim
1878	105.83	discard	MacDisplayKit=50feb9a	MacDisplayKit: experiment: pair fresh cadence coalescing with prores replay trim
1879	72.04	discard	MacDisplayKit=39735de	MacDisplayKit: experiment: fold vt submission success counters
1880	62.04	discard	MacDisplayKit=9139d71	MacDisplayKit: experiment: cache encoder input hdr attachments
1881	70.04	discard	MacDisplayKit=3e9c594	MacDisplayKit: experiment: pair metadata cache with prores replay trim
1882	70.04	discard	MacDisplayKit=1ed48a8	MacDisplayKit: experiment: pair metadata cache with async staged stats
1883	66.04	discard	MacDisplayKit=813297b	MacDisplayKit: experiment: pair merged conversion with metadata cache
1884	76.04	discard	MacDisplayKit=841bfd6	MacDisplayKit: experiment: pair encoded signal cache with fast hdr detection
1885	76.04	discard	MacDisplayKit=cdb84db	MacDisplayKit: experiment: pair keyframe carry with fast hdr detection
1886	72.04	discard	MacDisplayKit=e671cd0	MacDisplayKit: experiment: use per-frame vt output handlers
1887	80.25	discard	MacDisplayKit=5a36444	MacDisplayKit: experiment: avoid source texture descriptor rebuilds
1888	70.04	discard	MacDisplayKit=3b155d1	MacDisplayKit: experiment: prioritize skylight replay tasks
1889	75.83	discard	MacDisplayKit=c452c4f	MacDisplayKit: experiment: avoid redundant yuv texture rebinding
1890	72.04	discard	MacDisplayKit=4d8b542	MacDisplayKit: experiment: anchor skylight emission time at callback
1891	48.38	discard	Lumen=dcb131a6,Lumen=0e3787c5	Lumen: experiment: request native hevc capture surfaces | Lumen: experiment: limit native hevc capture to hdr
1892	72.04	discard	MacDisplayKit=916cd8e	MacDisplayKit: experiment: serialize skylight actor delivery
1893	76.04	discard	MacDisplayKit=6979989	MacDisplayKit: experiment: drain mailbox after saturated store
1894	78.04	discard	MacDisplayKit=9e5063c	MacDisplayKit: experiment: skip saturated idle replay mailbox
1895	44.25	discard	MacDisplayKit=56a96af	MacDisplayKit: experiment: specialize color conversion pipeline hints
1896	78.25	discard	MacDisplayKit=76b4061	MacDisplayKit: experiment: use mach ticks for vt timing
1897	82.33	discard	MacDisplayKit=010fb19	MacDisplayKit: experiment: widen latest frame mailbox
1898	105.83	discard	MacDisplayKit=c367121	MacDisplayKit: experiment: coalesce same-surface mailbox replacements
1899	106.04	discard	MacDisplayKit=765456b	MacDisplayKit: experiment: pair mach timing with surface coalescing
1900	106.04	discard	MacDisplayKit=623753b	MacDisplayKit: experiment: pair yuv hevc capture with surface coalescing
1901	106.25	discard	MacDisplayKit=ee0062e	MacDisplayKit: experiment: pair merged no-cursor conversion with surface coalescing
1902	105.83	discard	MacDisplayKit=f463037	MacDisplayKit: experiment: pair merged conversion coalescing with mach timing
1903	106.04	discard	MacDisplayKit=bff10fe	MacDisplayKit: experiment: pair merged conversion with fresh cadence coalescing
1904	70.04	discard	MacDisplayKit=d7e16a6	MacDisplayKit: experiment: pair merged conversion with codec replay cache
1905	106.04	discard	MacDisplayKit=766ad06	MacDisplayKit: experiment: pair skylight coalescing layers
1906	52.25	discard	MacDisplayKit=8ec2b0a	MacDisplayKit: experiment: read fused no-cursor conversion blocks
1907	106.04	discard	MacDisplayKit=c0f5035	MacDisplayKit: experiment: pair fused read conversion with surface coalescing
1908	69.83	discard	MacDisplayKit=b577bed	MacDisplayKit: experiment: preserve encoded source metadata
1909	106.04	discard	Lumen=c3c5c652,MacDisplayKit=b42e6fc	Lumen: experiment: bypass bridge actor drain | MacDisplayKit: experiment: pair merged conversion with surface coalescing
1910	106.04	discard	Lumen=ebcb2bfb,MacDisplayKit=5b59640	Lumen: experiment: bypass bridge actor drain | MacDisplayKit: experiment: coalesce overcadence skylight fresh frames
1911	106.04	discard	MacDisplayKit=adc6201	MacDisplayKit: experiment: pair merged conversion with surface and replay coalescing
1912	106.04	discard	MacDisplayKit=674073e	MacDisplayKit: experiment: pair async staged stats with surface coalescing
1913	72.04	discard	MacDisplayKit=e9c39e5	MacDisplayKit: experiment: pair async staged stats with codec replay cache
1914	64.25	discard	MacDisplayKit=9e58f80	MacDisplayKit: experiment: decouple videotoolbox process handoff
1915	42.25	discard	MacDisplayKit=81c7c29	MacDisplayKit: experiment: defer encoded sample assembly
1916	72.04	discard	MacDisplayKit=b7fff40	MacDisplayKit: experiment: split timer replay encode admission
1917	70.25	discard	MacDisplayKit=d53d98d	MacDisplayKit: experiment: pair merged conversion with fast math
1918	80.25	discard	MacDisplayKit=5dedf67	MacDisplayKit: experiment: strip actorized staged submit payload
1919	54.25	discard	MacDisplayKit=d5dd5dc	MacDisplayKit: experiment: strip replay staged submit payload
1920	52.04	discard	MacDisplayKit=b2d8676	MacDisplayKit: experiment: pair merged 420 conversion with async staged stats
1921	106.04	discard	MacDisplayKit=c44656c	MacDisplayKit: experiment: pair yuv hevc capture with cadence coalescing
1922	106.25	discard	MacDisplayKit=2911fa9	MacDisplayKit: experiment: pair cadence coalescing with metadata cache
1923	105.62	discard	MacDisplayKit=0c64f73	MacDisplayKit: experiment: pair hevc cadence coalescing with metadata cache
1924	106.04	discard	MacDisplayKit=d81f313	MacDisplayKit: experiment: pair cadence metadata with prores replay trim
1925	78.04	discard	MacDisplayKit=ef91e00	MacDisplayKit: experiment: pair metadata cache with prores replay skip
1926	60.25	discard	MacDisplayKit=cdc512c	MacDisplayKit: experiment: serialize skylight actor delivery
1927	78.25	discard	MacDisplayKit=5320c9a	MacDisplayKit: experiment: serialize skylight timer replay delivery
1928	78.25	discard	MacDisplayKit=d9b3760	MacDisplayKit: experiment: evict source texture cache incrementally
1929	60.25	discard	MacDisplayKit=25454e9	MacDisplayKit: experiment: deliver videotoolbox output immediately
1930	56.04	discard	MacDisplayKit=71cdae8	MacDisplayKit: experiment: prioritize queued videotoolbox delivery
1931	38.04	discard	MacDisplayKit=59f5ee3	MacDisplayKit: experiment: hold hevc staged source until output
1932	72.04	discard	MacDisplayKit=5aed34a	MacDisplayKit: experiment: coalesce synthetic mailbox drops
1933	70.04	discard	MacDisplayKit=498ff91	MacDisplayKit: experiment: prewarm hevc staging slots
1934	106.25	discard	MacDisplayKit=0d9255a	MacDisplayKit: experiment: retry skylight stream creation
1935	71.33	discard	MacDisplayKit=49476a3	MacDisplayKit: experiment: complete low latency hevc frames
1936	80.38	discard	MacDisplayKit=8fa8808	MacDisplayKit: experiment: async drain low latency hevc
1937	106.25	discard	MacDisplayKit=8ccf5da	MacDisplayKit: experiment: disable temporal hevc compression
1938	106.25	discard	MacDisplayKit=5f0fa73	MacDisplayKit: experiment: use unretained staging command buffers
1939	104.04	discard	MacDisplayKit=9a28d76	MacDisplayKit: experiment: batch low latency hevc drains
1940	25.00	crash	MacDisplayKit=3a6ee47	MacDisplayKit: experiment: inline skylight replay delivery
1941	106.04	discard	MacDisplayKit=3a6ee47+025cdae	MacDisplayKit: experiment: inline skylight replay delivery with create retry
1942	106.04	discard	MacDisplayKit=8e1ed76	MacDisplayKit: experiment: inline staged vt submit
1943	106.04	discard	Lumen=c0082b6	LumenMacBridge: experiment: preserve explicit forwarding capacity
1944	25.00	crash	MacDisplayKit=e99c381	MacDisplayKit: experiment: sample HEVC source cadence
1945	106.04	discard	MacDisplayKit=3746a02	MacDisplayKit: experiment: retry skylight cadence probe
1946	25.00	crash	MacDisplayKit=bc63677	MacDisplayKit: experiment: preconsume staged keyframe flag
1947	106.04	discard	MacDisplayKit=4443bda	MacDisplayKit: experiment: stabilize staged keyframe preconsume
1948	25.00	crash	MacDisplayKit=947ce90,Lumen=12d30530	MacDisplayKit: experiment: add temporal encoded lanes | Lumen: experiment: enable hevc temporal lanes
1949	106.04	discard	MacDisplayKit=fadaa68,Lumen=07d3e105	MacDisplayKit: experiment: retry skylight temporal lanes | Lumen: experiment: enable partial hdr temporal lanes
